invoice_number,present_on_portal,portal_ticket_ids,portal_status,portal_category,portal_created,present_in_claimclear,claimclear_status,claimclear_outcome,claimclear_id
1857990710,yes,88469,Closed,GPS Control Deviation,2026-05-09 16:44:11,no,,,
1858007300,yes,87863,Closed,GPS Control Deviation,2026-05-07 18:05:13,no,,,
1858051570,yes,86802,Closed,GPS Control Deviation,2026-05-04 18:00:36,no,,,
1858054540,yes,88506,Closed,GPS Control Deviation,2026-05-09 16:54:12,no,,,
1858129690,yes,87141,Closed,GPS Control Deviation,2026-05-05 16:49:57,no,,,
1858143440,yes,87849,Closed,GPS Control Deviation,2026-05-07 18:01:20,no,,,
1858215710,yes,87322,Closed,GPS Control Deviation,2026-05-06 11:01:42,no,,,
1858231280,yes,88259,Closed,GPS Control Deviation,2026-05-08 18:03:51,no,,,
1858264940,yes,87405,Closed,GPS Control Deviation,2026-05-06 14:00:55,no,,,
1858290110,yes,88573,Closed,GPS Control Deviation,2026-05-09 17:36:29,no,,,
1858351020,yes,87136,Closed,GPS Control Deviation,2026-05-05 16:48:25,no,,,
1858371470,yes,87165,Closed,GPS Control Deviation,2026-05-05 18:02:10,no,,,
1858422900,yes,87140,Closed,GPS Control Deviation,2026-05-05 16:49:41,no,,,
1858436960,yes,88273,Closed,GPS Control Deviation,2026-05-08 18:07:45,no,,,
1858450050,yes,87323,Closed,GPS Control Deviation,2026-05-06 11:02:00,no,,,
1858488950,yes,88622,Closed,GPS Control Deviation,2026-05-09 19:28:37,no,,,
1858514570,yes,92173,Closed,GPS Control Deviation,2026-05-20 11:04:59,no,,,
1858534770,yes,88267,Closed,GPS Control Deviation,2026-05-08 18:06:02,no,,,
1858570790,yes,86717,Closed,GPS Control Deviation,2026-05-04 14:39:15,no,,,
1858654520,yes,87139,Closed,GPS Control Deviation,2026-05-05 16:49:24,no,,,
1858662120,yes,88461,Closed,GPS Control Deviation,2026-05-09 16:41:51,no,,,
1858682290,yes,88341,Closed,GPS Control Deviation,2026-05-09 12:41:33,no,,,
1858683460,yes,89303|89276,Closed|Closed,GPS Control Deviation,2026-05-12 08:01:22,no,,,
1858688450,yes,87757,Closed,GPS Control Deviation,2026-05-07 14:00:28,no,,,
1858689640,yes,87169,Closed,GPS Control Deviation,2026-05-05 18:03:26,no,,,
1858775730,yes,89962|89961,Closed|Closed,GPS Control Deviation,2026-05-13 14:00:53,no,,,
1858792520,yes,88384,Closed,GPS Control Deviation,2026-05-09 16:14:28,no,,,
1858797430,yes,87402,Closed,GPS Control Deviation,2026-05-06 14:00:36,no,,,
1858805330,yes,87143,Closed,GPS Control Deviation,2026-05-05 16:50:32,no,,,
1858820910,yes,87401,Closed,GPS Control Deviation,2026-05-06 14:00:19,no,,,
1858831150,yes,88289,Closed,GPS Control Deviation,2026-05-08 18:12:13,no,,,
1858868860,yes,88291,Closed,GPS Control Deviation,2026-05-08 18:12:47,no,,,
1858908120,yes,88645,Closed,GPS Control Deviation,2026-05-09 19:35:21,no,,,
1858911480,yes,87400,Closed,GPS Control Deviation,2026-05-06 14:00:18,no,,,
1858915060,yes,88248,Closed,GPS Control Deviation,2026-05-08 18:01:07,no,,,
1858967800,yes,88379,Closed,GPS Control Deviation,2026-05-09 16:13:07,no,,,
1858971330,yes,90254,Closed,GPS Control Deviation,2026-05-14 11:00:52,no,,,
1858981530,yes,88287,Closed,GPS Control Deviation,2026-05-08 18:11:38,no,,,
1858984980,yes,88050,Closed,GPS Control Deviation,2026-05-08 11:04:06,no,,,
1858995670,yes,88260,Closed,GPS Control Deviation,2026-05-08 18:04:09,no,,,
1859039270,yes,88271,Closed,GPS Control Deviation,2026-05-08 18:07:09,no,,,
1859040300,yes,88042,Closed,GPS Control Deviation,2026-05-08 11:02:04,no,,,
1859065510,yes,88278,Closed,GPS Control Deviation,2026-05-08 18:09:07,no,,,
1859108920,yes,88383,Closed,GPS Control Deviation,2026-05-09 16:14:07,no,,,
1859128300,yes,88378,Closed,GPS Control Deviation,2026-05-09 16:12:48,no,,,
1859140010,yes,88269,Closed,GPS Control Deviation,2026-05-08 18:06:35,no,,,
1859149450,yes,87137,Closed,GPS Control Deviation,2026-05-05 16:48:41,no,,,
1859185290,yes,88403,Closed,GPS Control Deviation,2026-05-09 16:19:35,no,,,
1859192680,yes,87856,Closed,GPS Control Deviation,2026-05-07 18:03:07,no,,,
1859255200,yes,88509,Closed,GPS Control Deviation,2026-05-09 16:55:00,no,,,
1859268490,yes,88251,Closed,GPS Control Deviation,2026-05-08 18:01:54,no,,,
1859334340,yes,87899,Closed,GPS Control Deviation,2026-05-07 22:01:45,no,,,
1859370960,yes,88297,Closed,GPS Control Deviation,2026-05-08 18:14:41,no,,,
1859461730,yes,88583,Closed,GPS Control Deviation,2026-05-09 17:39:24,no,,,
1859507310,yes,88039,Closed,GPS Control Deviation,2026-05-08 11:01:13,no,,,
1859515640,yes,87759,Closed,GPS Control Deviation,2026-05-07 14:01:00,no,,,
1859519380,yes,90372,Closed,GPS Control Deviation,2026-05-14 14:02:53,no,,,
1859602470,yes,89593,Closed,GPS Control Deviation,2026-05-12 14:01:12,no,,,
1859627470,yes,87404,Closed,GPS Control Deviation,2026-05-06 14:00:53,no,,,
1859631390,yes,88262,Closed,GPS Control Deviation,2026-05-08 18:04:40,no,,,
1859645480,yes,87861,Closed,GPS Control Deviation,2026-05-07 18:04:36,no,,,
1859682680,yes,86124,Closed,GPS Control Deviation,2026-05-01 11:00:20,no,,,
1859704550,yes,85122,Closed,GPS Control Deviation,2026-04-28 19:07:22,no,,,
1859715960,yes,88576,Closed,GPS Control Deviation,2026-05-09 17:37:24,no,,,
1859769690,yes,88352,Closed,GPS Control Deviation,2026-05-09 12:44:49,no,,,
1859800670,yes,88577,Closed,GPS Control Deviation,2026-05-09 17:37:42,no,,,
1859801090,yes,88300,Closed,GPS Control Deviation,2026-05-08 18:15:34,no,,,
1859837380,yes,85115,Closed,GPS Control Deviation,2026-04-28 19:05:39,no,,,
1859839120,yes,88417,Closed,GPS Control Deviation,2026-05-09 16:22:57,no,,,
1859872390,yes,88285,Closed,GPS Control Deviation,2026-05-08 18:11:06,no,,,
1859896200,yes,88040,Closed,GPS Control Deviation,2026-05-08 11:01:30,no,,,
1859915610,yes,88376,Closed,GPS Control Deviation,2026-05-09 16:12:11,no,,,
1859925940,yes,88265,Closed,GPS Control Deviation,2026-05-08 18:05:29,no,,,
1859948480,yes,85139,Closed,GPS Control Deviation,2026-04-28 19:14:40,no,,,
1859948720,yes,88256,Closed,GPS Control Deviation,2026-05-08 18:03:01,no,,,
1859948970,yes,88374,Closed,GPS Control Deviation,2026-05-09 16:11:35,no,,,
1859972270,yes,88254,Closed,GPS Control Deviation,2026-05-08 18:02:26,no,,,
1860000010,yes,88272,Closed,GPS Control Deviation,2026-05-08 18:07:28,no,,,
1860033690,yes,88130,Closed,GPS Control Deviation,2026-05-08 14:00:36,no,,,
1860053630,yes,88276,Closed,GPS Control Deviation,2026-05-08 18:08:32,no,,,
1860108150,yes,88292,Closed,GPS Control Deviation,2026-05-08 18:13:04,no,,,
1860148080,yes,88245,Closed,GPS Control Deviation,2026-05-08 18:00:16,no,,,
1860153920,yes,88282,Closed,GPS Control Deviation,2026-05-08 18:10:15,no,,,
1860177180,yes,88246,Closed,GPS Control Deviation,2026-05-08 18:00:33,no,,,
1860337610,yes,88407,Closed,GPS Control Deviation,2026-05-09 16:20:40,no,,,
1860383900,yes,88595,Closed,GPS Control Deviation,2026-05-09 17:42:44,no,,,
1860411550,yes,88548,Closed,GPS Control Deviation,2026-05-09 17:29:16,no,,,
1860437800,yes,87897,Closed,GPS Control Deviation,2026-05-07 22:01:12,no,,,
1860438520,yes,85153|84644,Closed|Closed,GPS Control Deviation,2026-04-28 19:18:18,no,,,
1860443060,yes,88480,Closed,GPS Control Deviation,2026-05-09 16:47:02,no,,,
1860501860,yes,88348,Closed,GPS Control Deviation,2026-05-09 12:43:38,no,,,
1860543930,yes,88596,Closed,GPS Control Deviation,2026-05-09 17:43:00,no,,,
1860599670,yes,88339,Closed,GPS Control Deviation,2026-05-09 12:40:55,no,,,
1860615790,yes,88515,Closed,GPS Control Deviation,2026-05-09 16:56:39,no,,,
1860633640,yes,88664,Closed,GPS Control Deviation,2026-05-09 19:40:47,no,,,
1860634140,yes,88270,Closed,GPS Control Deviation,2026-05-08 18:06:51,no,,,
1860670880,yes,89611,Closed,GPS Control Deviation,2026-05-12 14:06:19,no,,,
1860712610,yes,90071,Closed,GPS Control Deviation,2026-05-13 18:00:51,no,,,
1860722700,yes,88284,Closed,GPS Control Deviation,2026-05-08 18:10:50,no,,,
1860729100,yes,88454,Closed,GPS Control Deviation,2026-05-09 16:39:46,no,,,
1860873470,yes,88471,Closed,GPS Control Deviation,2026-05-09 16:44:28,no,,,
1860893080,yes,88414,Closed,GPS Control Deviation,2026-05-09 16:22:23,no,,,
1860940600,yes,87848,Closed,GPS Control Deviation,2026-05-07 18:00:50,no,,,
1860943360,yes,88345,Closed,GPS Control Deviation,2026-05-09 12:42:45,no,,,
1861000070,yes,88409,Closed,GPS Control Deviation,2026-05-09 16:20:58,no,,,
1861051000,yes,83479,Closed,GPS Control Deviation,2026-04-24 00:04:34,no,,,
1861073780,yes,88427,Closed,GPS Control Deviation,2026-05-09 16:25:53,no,,,
1861094450,yes,88428,Closed,GPS Control Deviation,2026-05-09 16:26:10,no,,,
1861097240,yes,88380,Closed,GPS Control Deviation,2026-05-09 16:13:26,no,,,
1861148500,yes,86126,Closed,GPS Control Deviation,2026-05-01 11:01:01,no,,,
1861175670,yes,88343,Closed,GPS Control Deviation,2026-05-09 12:42:10,no,,,
1861203960,yes,88443,Closed,GPS Control Deviation,2026-05-09 16:36:43,no,,,
1861218550,yes,88505,Closed,GPS Control Deviation,2026-05-09 16:53:57,no,,,
1861230850,yes,88344,Closed,GPS Control Deviation,2026-05-09 12:42:28,no,,,
1861243470,yes,88131,Closed,GPS Control Deviation,2026-05-08 14:00:55,no,,,
1861312130,yes,88464,Closed,GPS Control Deviation,2026-05-09 16:42:40,no,,,
1861315290,yes,87896,Closed,GPS Control Deviation,2026-05-07 22:00:55,no,,,
1861318610,yes,85146,Closed,GPS Control Deviation,2026-04-28 19:16:21,no,,,
1861381540,yes,88041,Closed,GPS Control Deviation,2026-05-08 11:01:47,no,,,
1861385040,yes,88044,Closed,GPS Control Deviation,2026-05-08 11:02:37,no,,,
1861437570,yes,85105,Closed,GPS Control Deviation,2026-04-28 19:04:17,no,,,
1861471130,yes,85155,Closed,GPS Control Deviation,2026-04-28 19:18:35,no,,,
1861502680,yes,88047,Closed,GPS Control Deviation,2026-05-08 11:03:14,no,,,
1861536730,yes,88381,Closed,GPS Control Deviation,2026-05-09 16:13:46,no,,,
1861538540,yes,88447,Closed,GPS Control Deviation,2026-05-09 16:37:57,no,,,
1861558600,yes,85148,Closed,GPS Control Deviation,2026-04-28 19:16:37,no,,,
1861558900,yes,88561,Closed,GPS Control Deviation,2026-05-09 17:33:03,no,,,
1861559110,yes,88478,Closed,GPS Control Deviation,2026-05-09 16:46:28,no,,,
1861627690,yes,84645,Closed,GPS Control Deviation,2026-04-28 00:44:31,no,,,
1861629110,yes,88340,Closed,GPS Control Deviation,2026-05-09 12:41:15,no,,,
1861648390,yes,92276,Closed,GPS Control Deviation,2026-05-20 14:02:33,no,,,
1861687740,yes,88426,Closed,GPS Control Deviation,2026-05-09 16:25:36,no,,,
1861718190,yes,88043,Closed,GPS Control Deviation,2026-05-08 11:02:20,no,,,
1861723440,yes,88441,Closed,GPS Control Deviation,2026-05-09 16:36:01,no,,,
1861750370,yes,88129,Closed,GPS Control Deviation,2026-05-08 14:00:19,no,,,
1861766790,yes,88412,Closed,GPS Control Deviation,2026-05-09 16:21:46,no,,,
1861794730,yes,85134,Closed,GPS Control Deviation,2026-04-28 19:13:54,no,,,
1861838840,yes,88385,Closed,GPS Control Deviation,2026-05-09 16:14:52,no,,,
1861850440,yes,88353,Closed,GPS Control Deviation,2026-05-09 12:45:08,no,,,
1861863890,yes,90475,Closed,GPS Control Deviation,2026-05-14 18:00:51,no,,,
1861867400,yes,88628,Closed,GPS Control Deviation,2026-05-09 19:30:21,no,,,
1861878760,yes,88445,Closed,GPS Control Deviation,2026-05-09 16:37:22,no,,,
1861890480,yes,88547,Closed,GPS Control Deviation,2026-05-09 17:29:00,no,,,
1861982010,yes,88390,Closed,GPS Control Deviation,2026-05-09 16:16:17,no,,,
1861985690,yes,88498,Closed,GPS Control Deviation,2026-05-09 16:52:09,no,,,
1861996070,yes,88420,Closed,GPS Control Deviation,2026-05-09 16:23:49,no,,,
1862003700,yes,88386,Closed,GPS Control Deviation,2026-05-09 16:15:14,no,,,
1862065500,yes,92302,Closed,GPS Control Deviation,2026-05-20 14:10:23,no,,,
1862132970,yes,85094,Closed,GPS Control Deviation,2026-04-28 18:58:51,no,,,
1862137380,yes,88351,Closed,GPS Control Deviation,2026-05-09 12:44:32,no,,,
1862139230,yes,88350,Closed,GPS Control Deviation,2026-05-09 12:44:15,no,,,
1862139520,yes,89600,Closed,GPS Control Deviation,2026-05-12 14:03:10,no,,,
1862205240,yes,88474,Closed,GPS Control Deviation,2026-05-09 16:45:17,no,,,
1862261280,yes,90460,Closed,GPS Control Deviation,2026-05-14 17:05:02,no,,,
1862278760,yes,88418,Closed,GPS Control Deviation,2026-05-09 16:23:15,no,,,
1862319170,yes,88452,Closed,GPS Control Deviation,2026-05-09 16:39:07,no,,,
1862323980,yes,88450,Closed,GPS Control Deviation,2026-05-09 16:38:31,no,,,
1862482040,yes,85098,Closed,GPS Control Deviation,2026-04-28 19:00:06,no,,,
1862521560,yes,88436,Closed,GPS Control Deviation,2026-05-09 16:34:32,no,,,
1862531660,yes,88451,Closed,GPS Control Deviation,2026-05-09 16:38:49,no,,,
1862553730,yes,88399,Closed,GPS Control Deviation,2026-05-09 16:18:30,no,,,
1862553740,yes,88423,Closed,GPS Control Deviation,2026-05-09 16:24:47,no,,,
1862553750,yes,88641,Closed,GPS Control Deviation,2026-05-09 19:34:09,no,,,
1862553790,yes,88666,Closed,GPS Control Deviation,2026-05-09 19:41:20,no,,,
1862553830,yes,88648,Closed,GPS Control Deviation,2026-05-09 19:36:17,no,,,
1862553850,yes,91255,Closed,GPS Control Deviation,2026-05-18 14:01:05,no,,,
1862555030,yes,92291,Closed,GPS Control Deviation,2026-05-20 14:07:13,no,,,
1862600470,yes,92720,Open,GPS Control Deviation,2026-05-21 14:02:21,no,,,
1862602780,yes,89595,Closed,GPS Control Deviation,2026-05-12 14:01:47,no,,,
1862676720,yes,88676,Closed,GPS Control Deviation,2026-05-09 19:44:04,no,,,
1862680770,yes,88392,Closed,GPS Control Deviation,2026-05-09 16:16:55,no,,,
1862729230,yes,88391,Closed,GPS Control Deviation,2026-05-09 16:16:36,no,,,
1862733940,yes,90456,Closed,GPS Control Deviation,2026-05-14 17:03:46,no,,,
1862751320,yes,88512,Closed,GPS Control Deviation,2026-05-09 16:55:50,no,,,
1862768710,yes,85143,Closed,GPS Control Deviation,2026-04-28 19:16:03,no,,,
1862784520,yes,89983,Closed,GPS Control Deviation,2026-05-13 14:05:04,no,,,
1862785430,yes,85156,Closed,GPS Control Deviation,2026-04-28 19:18:37,no,,,
1862863300,yes,88396,Closed,GPS Control Deviation,2026-05-09 16:17:58,no,,,
1862863940,yes,88440,Closed,GPS Control Deviation,2026-05-09 16:35:45,no,,,
1862897820,yes,88646,Closed,GPS Control Deviation,2026-05-09 19:35:40,no,,,
1862906690,yes,85126|84646,Closed|Closed,GPS Control Deviation,2026-04-28 19:07:53,no,,,
1862909010,yes,88687,Closed,GPS Control Deviation,2026-05-09 19:47:12,no,,,
1862913630,yes,85141,Closed,GPS Control Deviation,2026-04-28 19:14:56,no,,,
1862915320,yes,88453,Closed,GPS Control Deviation,2026-05-09 16:39:24,no,,,
1862948450,yes,84647,Closed,GPS Control Deviation,2026-04-28 01:52:37,no,,,
1862983880,yes,89299,Closed,GPS Control Deviation,2026-05-12 08:00:18,no,,,
1862988670,yes,89965,Closed,GPS Control Deviation,2026-05-13 14:01:25,no,,,
1863011710,yes,88425,Closed,GPS Control Deviation,2026-05-09 16:25:20,no,,,
1863020310,yes,88439,Closed,GPS Control Deviation,2026-05-09 16:35:22,no,,,
1863023040,yes,85119,Closed,GPS Control Deviation,2026-04-28 19:06:12,no,,,
1863025150,yes,83522,Closed,GPS Control Deviation,2026-04-24 08:10:30,no,,,
1863052620,yes,90364,Closed,GPS Control Deviation,2026-05-14 14:00:53,no,,,
1863088340,yes,85150,Closed,GPS Control Deviation,2026-04-28 19:16:55,no,,,
1863098890,yes,90367,Closed,GPS Control Deviation,2026-05-14 14:01:34,no,,,
1863121140,yes,88534,Closed,GPS Control Deviation,2026-05-09 17:01:36,no,,,
1863136480,yes,89980,Closed,GPS Control Deviation,2026-05-13 14:04:40,no,,,
1863222250,yes,89301|89242,Closed|Closed,GPS Control Deviation,2026-05-12 08:00:50,no,,,
1863257360,yes,88462,Closed,GPS Control Deviation,2026-05-09 16:42:08,no,,,
1863276590,yes,90669,Closed,GPS Control Deviation,2026-05-15 14:02:11,no,,,
1863322990,yes,89472,Closed,GPS Control Deviation,2026-05-12 11:00:38,no,,,
1863349150,yes,88472,Closed,GPS Control Deviation,2026-05-09 16:44:44,no,,,
1863359360,yes,88405,Closed,GPS Control Deviation,2026-05-09 16:20:08,no,,,
1863389610,yes,88625,Closed,GPS Control Deviation,2026-05-09 19:29:30,no,,,
1863419510,yes,88491,Closed,GPS Control Deviation,2026-05-09 16:50:02,no,,,
1863420030,yes,92860,Open,GPS Control Deviation,2026-05-21 23:10:44,no,,,
1863443160,yes,88525,Closed,GPS Control Deviation,2026-05-09 16:59:30,no,,,
1863448780,yes,88456,Closed,GPS Control Deviation,2026-05-09 16:40:19,no,,,
1863458850,yes,90256,Closed,GPS Control Deviation,2026-05-14 11:01:14,no,,,
1863464530,yes,88634,Closed,GPS Control Deviation,2026-05-09 19:32:04,no,,,
1863576910,yes,88459,Closed,GPS Control Deviation,2026-05-09 16:41:16,no,,,
1863592490,yes,88422,Closed,GPS Control Deviation,2026-05-09 16:24:29,no,,,
1863593650,yes,90751,Closed,GPS Control Deviation,2026-05-15 16:24:06,no,,,
1863634270,yes,88496,Closed,GPS Control Deviation,2026-05-09 16:51:35,no,,,
1863665630,yes,88402,Closed,GPS Control Deviation,2026-05-09 16:19:19,no,,,
1863685980,yes,88483,Closed,GPS Control Deviation,2026-05-09 16:47:56,no,,,
1863728960,yes,88437,Closed,GPS Control Deviation,2026-05-09 16:34:48,no,,,
1863738750,yes,88701,Closed,GPS Control Deviation,2026-05-09 19:51:07,no,,,
1863742700,yes,89602,Closed,GPS Control Deviation,2026-05-12 14:03:44,no,,,
1863794300,yes,91100,Closed,GPS Control Deviation,2026-05-18 11:00:10,no,,,
1863806110,yes,90072,Closed,GPS Control Deviation,2026-05-13 18:01:15,no,,,
1863832450,yes,88401,Closed,GPS Control Deviation,2026-05-09 16:19:03,no,,,
1863849230,yes,88486,Closed,GPS Control Deviation,2026-05-09 16:48:48,no,,,
1863853690,yes,88400,Closed,GPS Control Deviation,2026-05-09 16:18:46,no,,,
1863867110,yes,89474,Closed,GPS Control Deviation,2026-05-12 11:01:14,no,,,
1863873220,yes,89968,Closed,GPS Control Deviation,2026-05-13 14:02:23,no,,,
1863894470,yes,88528,Closed,GPS Control Deviation,2026-05-09 17:00:22,no,,,
1863900450,yes,88495,Closed,GPS Control Deviation,2026-05-09 16:51:16,no,,,
1863988880,yes,88682,Closed,GPS Control Deviation,2026-05-09 19:45:49,no,,,
1863989830,yes,88393,Closed,GPS Control Deviation,2026-05-09 16:17:11,no,,,
1864087690,yes,88690,Closed,GPS Control Deviation,2026-05-09 19:48:05,no,,,
1864092520,yes,88475,Closed,GPS Control Deviation,2026-05-09 16:45:34,no,,,
1864121460,yes,88433,Closed,GPS Control Deviation,2026-05-09 16:33:41,no,,,
1864125540,yes,88404,Closed,GPS Control Deviation,2026-05-09 16:19:52,no,,,
1864129550,yes,89243,Closed,GPS Control Deviation,2026-05-11 18:42:25,no,,,
1864130950,yes,89606,Closed,GPS Control Deviation,2026-05-12 14:04:51,no,,,
1864156080,yes,88397,Closed,GPS Control Deviation,2026-05-09 16:18:14,no,,,
1864229240,yes,89275,Closed,GPS Control Deviation,2026-05-11 22:02:44,no,,,
1864261370,yes,88468,Closed,GPS Control Deviation,2026-05-09 16:43:49,no,,,
1864383610,yes,88446,Closed,GPS Control Deviation,2026-05-09 16:37:40,no,,,
1864393020,yes,92861,Open,GPS Control Deviation,2026-05-21 23:16:10,no,,,
1864416350,yes,88665,Closed,GPS Control Deviation,2026-05-09 19:41:02,no,,,
1864429650,yes,91250,Closed,GPS Control Deviation,2026-05-18 14:00:11,no,,,
1864429780,yes,88467,Closed,GPS Control Deviation,2026-05-09 16:43:32,no,,,
1864470340,yes,88536,Closed,GPS Control Deviation,2026-05-09 17:02:10,no,,,
1864483860,yes,88532,Closed,GPS Control Deviation,2026-05-09 17:01:04,no,,,
1864509660,yes,88503,Closed,GPS Control Deviation,2026-05-09 16:53:39,no,,,
1864515330,yes,88620,Closed,GPS Control Deviation,2026-05-09 19:28:02,no,,,
1864537210,yes,92414,Closed,GPS Control Deviation,2026-05-20 18:55:10,no,,,
1864554530,yes,88497,Closed,GPS Control Deviation,2026-05-09 16:51:52,no,,,
1864572500,yes,88693,Closed,GPS Control Deviation,2026-05-09 19:48:56,no,,,
1864580660,yes,90679,Closed,GPS Control Deviation,2026-05-15 14:05:35,no,,,
1864624320,yes,88616,Closed,GPS Control Deviation,2026-05-09 19:26:55,no,,,
1864645710,yes,88507,Closed,GPS Control Deviation,2026-05-09 16:54:28,no,,,
1864656810,yes,90255,Closed,GPS Control Deviation,2026-05-14 11:01:02,no,,,
1864673950,yes,88457,Closed,GPS Control Deviation,2026-05-09 16:40:41,no,,,
1864709880,yes,90373,Closed,GPS Control Deviation,2026-05-14 14:03:14,no,,,
1864745070,yes,92282,Closed,GPS Control Deviation,2026-05-20 14:04:25,no,,,
1864775090,yes,88705|88544,Closed|Closed,GPS Control Deviation,2026-05-09 19:55:11,no,,,
1864781930,yes,89302|89239,Closed|Closed,GPS Control Deviation,2026-05-12 08:01:06,no,,,
1864784480,yes,88530,Closed,GPS Control Deviation,2026-05-09 17:00:39,no,,,
1864788720,yes,88429,Closed,GPS Control Deviation,2026-05-09 16:31:53,no,,,
1864796540,yes,89605,Closed,GPS Control Deviation,2026-05-12 14:04:35,no,,,
1864804880,yes,89273,Closed,GPS Control Deviation,2026-05-11 22:02:13,no,,,
1864810640,yes,88463,Closed,GPS Control Deviation,2026-05-09 16:42:24,no,,,
1864936690,yes,89473,Closed,GPS Control Deviation,2026-05-12 11:00:56,no,,,
1864956950,yes,89982,Closed,GPS Control Deviation,2026-05-13 14:04:58,no,,,
1864957890,yes,88438,Closed,GPS Control Deviation,2026-05-09 16:35:04,no,,,
1864961170,yes,90377,Closed,GPS Control Deviation,2026-05-14 14:04:14,no,,,
1864990150,yes,88479,Closed,GPS Control Deviation,2026-05-09 16:46:45,no,,,
1865000850,yes,89604,Closed,GPS Control Deviation,2026-05-12 14:04:18,no,,,
1865155110,yes,88603,Closed,GPS Control Deviation,2026-05-09 17:44:57,no,,,
1865172720,yes,89973,Closed,GPS Control Deviation,2026-05-13 14:02:58,no,,,
1865179530,yes,90457,Closed,GPS Control Deviation,2026-05-14 17:04:06,no,,,
1865183280,yes,88553,Closed,GPS Control Deviation,2026-05-09 17:30:41,no,,,
1865199710,yes,88555,Closed,GPS Control Deviation,2026-05-09 17:31:17,no,,,
1865209530,yes,88703,Closed,GPS Control Deviation,2026-05-09 19:51:40,no,,,
1865209610,yes,89598,Closed,GPS Control Deviation,2026-05-12 14:02:37,no,,,
1865213970,yes,88702,Closed,GPS Control Deviation,2026-05-09 19:51:24,no,,,
1865260190,yes,88549,Closed,GPS Control Deviation,2026-05-09 17:29:32,no,,,
1865270150,yes,90458,Closed,GPS Control Deviation,2026-05-14 17:04:23,no,,,
1865291650,yes,88567,Closed,GPS Control Deviation,2026-05-09 17:34:48,no,,,
1865300920,yes,89978,Closed,GPS Control Deviation,2026-05-13 14:03:46,no,,,
1865307840,yes,88615,Closed,GPS Control Deviation,2026-05-09 19:26:39,no,,,
1865331590,yes,90464,Closed,GPS Control Deviation,2026-05-14 17:05:55,no,,,
1865377830,yes,89614,Closed,GPS Control Deviation,2026-05-12 14:07:11,no,,,
1865380670,yes,88619,Closed,GPS Control Deviation,2026-05-09 19:27:45,no,,,
1865383760,yes,88554,Closed,GPS Control Deviation,2026-05-09 17:30:57,no,,,
1865396720,yes,88504,Closed,GPS Control Deviation,2026-05-09 16:53:42,no,,,
1865412890,yes,89479,Closed,GPS Control Deviation,2026-05-12 11:02:21,no,,,
1865422570,yes,88635,Closed,GPS Control Deviation,2026-05-09 19:32:24,no,,,
1865434170,yes,88435,Closed,GPS Control Deviation,2026-05-09 16:34:15,no,,,
1865440650,yes,89966,Closed,GPS Control Deviation,2026-05-13 14:01:29,no,,,
1865455350,yes,91957,Closed,GPS Control Deviation,2026-05-19 18:05:53,no,,,
1865492320,yes,88545,Closed,GPS Control Deviation,2026-05-09 17:28:26,no,,,
1865532360,yes,88542,Closed,GPS Control Deviation,2026-05-09 17:03:37,no,,,
1865549030,yes,91254,Closed,GPS Control Deviation,2026-05-18 14:00:59,no,,,
1865568110,yes,89612,Closed,GPS Control Deviation,2026-05-12 14:06:35,no,,,
1865587200,yes,90253,Closed,GPS Control Deviation,2026-05-14 11:00:45,no,,,
1865590940,yes,88518,Closed,GPS Control Deviation,2026-05-09 16:57:32,no,,,
1865592840,yes,90670,Closed,GPS Control Deviation,2026-05-15 14:02:28,no,,,
1865618290,yes,89960,Closed,GPS Control Deviation,2026-05-13 14:00:35,no,,,
1865641650,yes,88674,Closed,GPS Control Deviation,2026-05-09 19:43:33,no,,,
1865645490,yes,88696,Closed,GPS Control Deviation,2026-05-09 19:49:46,no,,,
1865645630,yes,88492,Closed,GPS Control Deviation,2026-05-09 16:50:20,no,,,
1865654320,yes,89480,Closed,GPS Control Deviation,2026-05-12 11:02:37,no,,,
1865669820,yes,90249|90250,Closed|Closed,GPS Control Deviation,2026-05-14 11:00:10,no,,,
1865678350,yes,89476,Closed,GPS Control Deviation,2026-05-12 11:01:47,no,,,
1865680390,yes,88406,Closed,GPS Control Deviation,2026-05-09 16:20:24,no,,,
1865697140,yes,88582,Closed,GPS Control Deviation,2026-05-09 17:39:08,no,,,
1865701580,yes,88477,Closed,GPS Control Deviation,2026-05-09 16:46:10,no,,,
1865721010,yes,88659,Closed,GPS Control Deviation,2026-05-09 19:39:27,no,,,
1865732380,yes,89274,Closed,GPS Control Deviation,2026-05-11 22:02:28,no,,,
1865745910,yes,88592,Closed,GPS Control Deviation,2026-05-09 17:41:55,no,,,
1865747360,yes,88487,Closed,GPS Control Deviation,2026-05-09 16:48:49,no,,,
1865755020,yes,88661,Closed,GPS Control Deviation,2026-05-09 19:39:59,no,,,
1865768890,yes,90474,Closed,GPS Control Deviation,2026-05-14 18:00:11,no,,,
1865775990,yes,88510,Closed,GPS Control Deviation,2026-05-09 16:55:17,no,,,
1865776260,yes,90362,Closed,GPS Control Deviation,2026-05-14 14:00:14,no,,,
1865787130,yes,88411,Closed,GPS Control Deviation,2026-05-09 16:21:31,no,,,
1865787260,yes,88473,Closed,GPS Control Deviation,2026-05-09 16:45:00,no,,,
1865791280,yes,90462,Closed,GPS Control Deviation,2026-05-14 17:05:20,no,,,
1865792180,yes,88680,Closed,GPS Control Deviation,2026-05-09 19:45:16,no,,,
