group_id,invoice_number,bucket,ticket_count,open_ticket_count,verdict_carrier_submission_id,submission_id,portal_ticket_id,live_portal_status,latest_message_signature,latest_message_outcome,scrape_error,latest_body_preview
573,1862553730,canonical_open,1,1,,845,88399,Open,,unknown,,[#88399] Dispute - Invoice #1862553730 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
575,1847398500,canonical_open,1,1,,839,88395,Open,,unknown,,[#88395] Dispute - Invoice #1847398500 - Claim Correction (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-
576,1862729230,canonical_open,1,1,,834,88391,Open,,unknown,,[#88391] Dispute - Invoice #1862729230 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
577,1864125540,canonical_open,1,1,,863,88404,Open,,unknown,,[#88404] Dispute - Invoice #1864125540 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
578,1863989830,canonical_open,1,1,,836,88393,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
579,1853941440,canonical_open,1,1,,837,88394,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
583,1859185290,canonical_open,1,1,,860,88403,Open,,unknown,,[#88403] Dispute - Invoice #1859185290 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
584,1862680770,canonical_open,1,1,,835,88392,Open,,unknown,,[#88392] Dispute - Invoice #1862680770 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
585,1864156080,canonical_open,1,1,,844,88397,Open,,unknown,,[#88397] Dispute - Invoice #1864156080 - Claim Correction (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-
588,1858662120,canonical_open,1,1,,973,88461,Open,,unknown,,[#88461] Dispute - Invoice #1858662120 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
589,1861312130,canonical_open,1,1,,978,88464,Open,,unknown,,[#88464] Dispute - Invoice #1861312130 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
590,1863576910,canonical_open,1,1,,971,88459,Open,,unknown,,[#88459] Dispute - Invoice #1863576910 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
591,1863728960,canonical_open,1,1,,976,88437,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
592,1846089520,canonical_open,1,1,,969,88458,Open,,unknown,,[#88458] Dispute - Invoice #1846089520 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
594,1864673950,canonical_open,1,1,,967,88457,Open,,unknown,,[#88457] Dispute - Invoice #1864673950 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
595,1863257360,canonical_open,1,1,,974,88462,Open,,unknown,,[#88462] Dispute - Invoice #1863257360 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
596,1863448780,canonical_open,1,1,,965,88456,Open,,unknown,,[#88456] Dispute - Invoice #1863448780 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
597,1817461380,canonical_open,1,1,,972,88460,Open,,unknown,,[#88460] Dispute - Invoice #1817461380 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
598,1860729100,canonical_open,1,1,,963,88454,Open,,unknown,,[#88454] Dispute - Invoice #1860729100 - GPS Pickup Too Far from Residence (2 rides) : Medical Answering Services /* theme */ .port
599,1862521560,canonical_open,1,1,,970,88436,Open,,unknown,,[#88436] Dispute - Invoice #1862521560 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
601,1847918090,canonical_open,1,1,,968,88444,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
602,1853969630,synthetic_only,1,0,,966,AAMkAGFhMzgwZGJjLTNkNjktNDlhYS1hM2I4LTE3MmI4YTlkNzhmMgBGAAAAAAAUhYVsiS-zQLf1GEtAsll-BwBVKgS5MpITR5VyLl_UBcCwAAAAAAEPAABVKgS5MpITR5VyLl_UBcCwAAVG5lcFAAA=,synthetic,,synthetic,,
603,1833736170,canonical_open,1,1,,964,88455,Open,,unknown,,[#88455] Dispute - Invoice #1833736170 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
604,1862319170,canonical_open,1,1,,960,88452,Open,,unknown,,[#88452] Dispute - Invoice #1862319170 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
605,1864377830,synthetic_only,1,0,,962,AAMkAGFhMzgwZGJjLTNkNjktNDlhYS1hM2I4LTE3MmI4YTlkNzhmMgBGAAAAAAAUhYVsiS-zQLf1GEtAsll-BwBVKgS5MpITR5VyLl_UBcCwAAAAAAEPAABVKgS5MpITR5VyLl_UBcCwAAVG5lcEAAA=,synthetic,,synthetic,,
606,1862915320,canonical_open,1,1,,961,88453,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
607,1862323980,canonical_open,1,1,,959,88450,Open,,unknown,,[#88450] Dispute - Invoice #1862323980 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
609,1857046080,canonical_open,1,1,,958,88448,Open,,unknown,,[#88448] Dispute - Invoice #1857046080 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
610,1863849230,canonical_open,1,1,,957,88486,Open,,unknown,,[#88486] Dispute - Invoice #1863849230 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
611,1852610680,canonical_open,1,1,,956,88470,Open,,unknown,,[#88470] Dispute - Invoice #1852610680 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
612,1861538540,canonical_open,1,1,,955,88447,Open,,unknown,,[#88447] Dispute - Invoice #1861538540 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
613,1864383610,canonical_open,1,1,,954,88446,Open,,unknown,,[#88446] Dispute - Invoice #1864383610 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
614,1861878760,canonical_open,1,1,,953,88445,Open,,unknown,,[#88445] Dispute - Invoice #1861878760 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
615,1862922170,synthetic_only,1,0,,952,AAMkAGFhMzgwZGJjLTNkNjktNDlhYS1hM2I4LTE3MmI4YTlkNzhmMgBGAAAAAAAUhYVsiS-zQLf1GEtAsll-BwBVKgS5MpITR5VyLl_UBcCwAAAAAAEPAABVKgS5MpITR5VyLl_UBcCwAAVG5lcDAAA=,synthetic,,synthetic,,
617,1861203960,canonical_open,1,1,,951,88443,Open,,unknown,,[#88443] Dispute - Invoice #1861203960 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
618,1856786900,synthetic_only,1,0,,950,AAMkAGFhMzgwZGJjLTNkNjktNDlhYS1hM2I4LTE3MmI4YTlkNzhmMgBGAAAAAAAUhYVsiS-zQLf1GEtAsll-BwBVKgS5MpITR5VyLl_UBcCwAAAAAAEPAABVKgS5MpITR5VyLl_UBcCwAAVG5lcCAAA=,synthetic,,synthetic,,
621,1862863940,canonical_open,1,1,,946,88440,Open,,unknown,,[#88440] Dispute - Invoice #1862863940 - Time at Medical Facility Too Short (1 ride) : Medical Answering Services /* theme */ .port
622,1863662870,synthetic_only,1,0,,945,AAMkAGFhMzgwZGJjLTNkNjktNDlhYS1hM2I4LTE3MmI4YTlkNzhmMgBGAAAAAAAUhYVsiS-zQLf1GEtAsll-BwBVKgS5MpITR5VyLl_UBcCwAAAAAAEPAABVKgS5MpITR5VyLl_UBcCwAAVG5lcAAAA=,synthetic,,synthetic,,
624,1845479290,canonical_open,1,1,,1059,88523,Open,,unknown,,[#88523] Dispute - Invoice #1845479290 - GPS Pickup Too Far from Residence (2 rides) : Medical Answering Services /* theme */ .port
625,1803597960,canonical_open,1,1,,1058,88522,Open,,unknown,,[#88522] Dispute - Invoice #1803597960 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
626,1863020310,canonical_open,1,1,,944,88439,Open,,unknown,,[#88439] Dispute - Invoice #1863020310 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
627,1864788720,canonical_open,1,1,,940,88429,Open,,unknown,,[#88429] Dispute - Invoice #1864788720 - GPS Destination Too Far from Medical Facility (1 ride) : Medical Answering Services /* the
628,1864957890,canonical_open,1,1,,942,88438,Open,,unknown,,[#88438] Dispute - Invoice #1864957890 - GPS Destination Too Far from Medical Facility (1 ride) : Medical Answering Services /* the
630,1862553740,canonical_open,1,1,,939,88423,Open,,unknown,,[#88423] Dispute - Invoice #1862553740 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
632,1863322990,canonical_open,1,1,,1369,89472,Open,,unknown,,[#89472] Dispute - Invoice #1863322990 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
633,1854191820,canonical_open,1,1,,1368,89471,Open,,unknown,,[#89471] Dispute - Invoice #1854191820 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
637,1861723440,canonical_open,1,1,,992,88441,Open,,unknown,,[#88441] Dispute - Invoice #1861723440 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
639,1852527230,canonical_open,1,1,,1061,88526,Open,,unknown,,[#88526] Dispute - Invoice #1852527230 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
640,1863443160,canonical_open,1,1,,1060,88525,Open,,unknown,,[#88525] Dispute - Invoice #1863443160 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
642,1841126890,canonical_open,1,1,,990,88476,Open,,unknown,,[#88476] Dispute - Invoice #1841126890 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
646,1864121460,canonical_open,1,1,,1134,88433,Open,,unknown,,[#88433] Dispute - Invoice #1864121460 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
648,1863349150,canonical_open,1,1,,986,88472,Open,,unknown,,[#88472] Dispute - Invoice #1863349150 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
649,1860873470,canonical_open,1,1,,985,88471,Open,,unknown,,[#88471] Dispute - Invoice #1860873470 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
650,1864261370,canonical_open,1,1,,984,88468,Open,mas_ticket_under_review,acknowledgment,,"Hi Accounting Agape, Ticket Under Review This ticket will be reviewed for GPS compliance. Important Notice: In the future, please use the ""GPS Control Devia"
651,1862205240,canonical_open,1,1,,988,88474,Open,,unknown,,[#88474] Dispute - Invoice #1862205240 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
652,1864429780,canonical_open,1,1,,983,88467,Open,,unknown,,[#88467] Dispute - Invoice #1864429780 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
653,1857990710,canonical_open,1,1,,982,88469,Open,,unknown,,[#88469] Dispute - Invoice #1857990710 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
659,1837942600,canonical_open,1,1,,981,88466,Open,,unknown,,[#88466] Dispute - Invoice #1837942600 - GPS Destination Too Far from Medical Facility (1 ride) : Medical Answering Services /* the
660,1862531660,canonical_open,1,1,,977,88451,Open,,unknown,,[#88451] Dispute - Invoice #1862531660 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
661,1852610690,canonical_open,1,1,,979,88465,Open,,unknown,,[#88465] Dispute - Invoice #1852610690 - Time at Medical Facility Too Short (2 rides) : Medical Answering Services /* theme */ .por
662,1864810640,canonical_open,1,1,,975,88463,Open,,unknown,,[#88463] Dispute - Invoice #1864810640 - GPS Pickup Too Far from Residence (1 ride) : Medical Answering Services /* theme */ .porta
669,1865775990,canonical_open,1,1,,1034,88510,Open,,unknown,,[#88510] Dispute - Invoice #1865775990 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
670,1865787260,canonical_open,1,1,,987,88473,Open,,unknown,,[#88473] Dispute - Invoice #1865787260 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
671,1865797950,canonical_open,1,1,,995,88481,Open,,unknown,,[#88481] Dispute - Invoice #1865797950 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
707,1778249440,canonical_open,1,1,,1403,89615,Open,,unknown,,[#89615] Dispute - Invoice #1778249440 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
708,1865377830,canonical_open,1,1,,1401,89614,Open,,unknown,,[#89614] Dispute - Invoice #1865377830 - GPS Destination Too Far from Medical Facility (1 ride) : Medical Answering Services /* the
710,1830114650,canonical_open,1,1,,1400,89613,Open,,unknown,,[#89613] Dispute - Invoice #1830114650 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
713,1865568110,canonical_open,1,1,,1399,89612,Open,,unknown,,[#89612] Dispute - Invoice #1865568110 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
714,1772418240,canonical_open,1,1,,1072,88538,Open,,unknown,,[#88538] Dispute - Invoice #1772418240 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
715,1860670880,canonical_open,1,1,,1398,89611,Open,,unknown,,[#89611] Dispute - Invoice #1860670880 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
716,1820916500,canonical_open,1,1,,1397,89610,Open,,unknown,,[#89610] Dispute - Invoice #1820916500 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
717,1856990030,canonical_open,1,1,,1396,89609,Open,,unknown,,[#89609] Dispute - Invoice #1856990030 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
719,1845079550,canonical_open,1,1,,1395,89608,Open,,unknown,,[#89608] Dispute - Invoice #1845079550 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
720,1859602470,canonical_open,1,1,,1380,89593,Open,,unknown,,[#89593] Dispute - Invoice #1859602470 - GPS Deviation Status (2 rides) : Medical Answering Services /* theme */ .portal--light { 
721,1866349120,canonical_open,1,1,,1381,89594,Open,,unknown,,[#89594] Dispute - Invoice #1866349120 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
722,1862602780,canonical_open,1,1,,1382,89595,Open,,unknown,,[#89595] Dispute - Invoice #1862602780 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
723,1826759660,canonical_open,1,1,,1383,89596,Open,,unknown,,[#89596] Dispute - Invoice #1826759660 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
724,1865209610,canonical_open,1,1,,1384,89598,Open,,unknown,,[#89598] Dispute - Invoice #1865209610 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
725,1822668320,canonical_open,1,1,,1385,89597,Open,,unknown,,[#89597] Dispute - Invoice #1822668320 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
727,1807836920,canonical_open,1,1,,1040,88513,Open,,unknown,,[#88513] Dispute - Invoice #1807836920 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
728,1857206330,canonical_open,1,1,,1386,89599,Open,,unknown,,[#89599] Dispute - Invoice #1857206330 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
729,1862139520,canonical_open,1,1,,1387,89600,Open,,unknown,,[#89600] Dispute - Invoice #1862139520 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
730,1842637850,canonical_open,1,1,,1388,89601,Open,,unknown,,[#89601] Dispute - Invoice #1842637850 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
731,1863742700,canonical_open,1,1,,1389,89602,Open,,unknown,,[#89602] Dispute - Invoice #1863742700 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
732,1826625270,canonical_open,1,1,,1390,89603,Open,,unknown,,[#89603] Dispute - Invoice #1826625270 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
735,1865532360,canonical_open,1,1,,1070,88542,Open,,unknown,,[#88542] Dispute - Invoice #1865532360 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
736,1825311060,canonical_open,1,1,,1394,89607,Open,,unknown,,[#89607] Dispute - Invoice #1825311060 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
737,1864130950,canonical_open,1,1,,1393,89606,Open,,unknown,,[#89606] Dispute - Invoice #1864130950 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
738,1864796540,canonical_open,1,1,,1392,89605,Open,,unknown,,[#89605] Dispute - Invoice #1864796540 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
739,1865000850,canonical_open,1,1,,1391,89604,Open,,unknown,,[#89604] Dispute - Invoice #1865000850 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
740,1854459980,canonical_open,1,1,,1379,89592,Open,,unknown,,[#89592] Dispute - Invoice #1854459980 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
741,1772287030,canonical_open,1,1,,1378,89591,Open,,unknown,,[#89591] Dispute - Invoice #1772287030 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
742,1853877420,canonical_open,1,1,,1377,89590,Open,,unknown,,[#89590] Dispute - Invoice #1853877420 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
743,1866395080,canonical_open,1,1,,1140,88431,Open,,unknown,,[#88431] Dispute - Invoice #1866395080 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
745,1845043270,canonical_open,1,1,,1069,88537,Open,,unknown,,[#88537] Dispute - Invoice #1845043270 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
746,1865987650,canonical_open,1,1,,1132,88432,Open,,unknown,,[#88432] Dispute - Invoice #1865987650 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
747,1863121140,canonical_open,1,1,,1068,88534,Open,,unknown,,[#88534] Dispute - Invoice #1863121140 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
749,1865654320,canonical_open,1,1,,1376,89480,Open,,unknown,,[#89480] Dispute - Invoice #1865654320 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
750,1865412890,canonical_open,1,1,,1375,89479,Open,,unknown,,[#89479] Dispute - Invoice #1865412890 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
751,1865434170,canonical_open,1,1,,1144,88435,Open,,unknown,,[#88435] Dispute - Invoice #1865434170 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
752,1865799080,canonical_open,1,1,,1374,89477,Open,,unknown,,[#89477] Dispute - Invoice #1865799080 - GPS Pickup Too Far from Medical Facility (1 ride) : Medical Answering Services /* theme */
753,1865678350,canonical_open,1,1,,1373,89476,Open,,unknown,,[#89476] Dispute - Invoice #1865678350 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
754,1864936690,canonical_open,1,1,,1370,89473,Open,,unknown,,[#89473] Dispute - Invoice #1864936690 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
756,1866305830,canonical_open,1,1,,1054,88520,Open,,unknown,,[#88520] Dispute - Invoice #1866305830 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
757,1859255200,canonical_open,1,1,,1031,88509,Open,,unknown,,[#88509] Dispute - Invoice #1859255200 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
758,1794556130,canonical_open,1,1,,1052,88519,Open,,unknown,,[#88519] Dispute - Invoice #1794556130 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
759,1865590940,canonical_open,1,1,,1051,88518,Open,,unknown,,[#88518] Dispute - Invoice #1865590940 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
762,1862751320,canonical_open,1,1,,1038,88512,Open,,unknown,,[#88512] Dispute - Invoice #1862751320 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
769,1842899200,canonical_open,1,1,,1036,88511,Open,,unknown,,[#88511] Dispute - Invoice #1842899200 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
776,1865492320,canonical_open,1,1,,1153,88545,Open,,unknown,,[#88545] Dispute - Invoice #1865492320 - Claim Correction (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-
781,1823418450,canonical_open,1,1,,1057,88521,Open,,unknown,,[#88521] Dispute - Invoice #1823418450 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
783,1866602090,canonical_open,1,1,,1142,88434,Open,,unknown,,[#88434] Dispute - Invoice #1866602090 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
786,1866375850,canonical_open,1,1,,1067,88533,Open,,unknown,,[#88533] Dispute - Invoice #1866375850 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
787,1858054540,canonical_open,1,1,,1023,88506,Open,,unknown,,[#88506] Dispute - Invoice #1858054540 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
788,1866411190,canonical_open,1,1,,1029,88508,Open,,unknown,,[#88508] Dispute - Invoice #1866411190 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
789,1856606300,canonical_open,1,1,,1050,88517,Open,,unknown,,[#88517] Dispute - Invoice #1856606300 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
790,1866614010,canonical_open,1,1,,1045,88514,Open,,unknown,,[#88514] Dispute - Invoice #1866614010 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
792,1854695760,canonical_open,1,1,,1048,88516,Open,,unknown,,[#88516] Dispute - Invoice #1854695760 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
793,1864483860,canonical_open,1,1,,1066,88532,Open,,unknown,,[#88532] Dispute - Invoice #1864483860 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
794,1866629420,canonical_open,1,1,,1065,88531,Open,,unknown,,[#88531] Dispute - Invoice #1866629420 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
795,1866199530,canonical_open,1,1,,1064,88524,Open,,unknown,,[#88524] Dispute - Invoice #1866199530 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
796,1863894470,canonical_open,1,1,,1063,88528,Open,,unknown,,[#88528] Dispute - Invoice #1863894470 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
797,1861218550,canonical_open,1,1,,1021,88505,Open,,unknown,,[#88505] Dispute - Invoice #1861218550 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
798,1823516170,canonical_open,1,1,,1062,88527,Open,,unknown,,[#88527] Dispute - Invoice #1823516170 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
799,1864509660,canonical_open,1,1,,1020,88503,Open,,unknown,,[#88503] Dispute - Invoice #1864509660 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
800,1820474260,canonical_open,1,1,,1019,88502,Open,,unknown,,[#88502] Dispute - Invoice #1820474260 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
801,1866593570,canonical_open,1,1,,1018,88501,Open,,unknown,,[#88501] Dispute - Invoice #1866593570 - Incomplete GPS (2 rides) : Medical Answering Services /* theme */ .portal--light { --fw-b
802,1864784480,canonical_open,1,1,,1017,88530,Open,,unknown,,[#88530] Dispute - Invoice #1864784480 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
803,1866633340,canonical_open,1,1,,1016,88500,Open,,unknown,,[#88500] Dispute - Invoice #1866633340 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
804,1852113730,canonical_open,1,1,,1015,88499,Open,,unknown,,[#88499] Dispute - Invoice #1852113730 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
805,1861985690,canonical_open,1,1,,1014,88498,Open,,unknown,,[#88498] Dispute - Invoice #1861985690 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
806,1864554530,canonical_open,1,1,,1013,88497,Open,,unknown,,[#88497] Dispute - Invoice #1864554530 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
807,1863634270,canonical_open,1,1,,1012,88496,Open,,unknown,,[#88496] Dispute - Invoice #1863634270 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
808,1865680390,canonical_open,1,1,,914,88406,Open,,unknown,,[#88406] Dispute - Invoice #1865680390 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
809,1865396720,canonical_open,1,1,,1003,88504,Open,,unknown,,[#88504] Dispute - Invoice #1865396720 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
810,1865747360,canonical_open,1,1,,1001,88487,Open,,unknown,,[#88487] Dispute - Invoice #1865747360 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
811,1863900450,canonical_open,1,1,,1011,88495,Open,,unknown,,[#88495] Dispute - Invoice #1863900450 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
812,1866138350,canonical_open,1,1,,1010,88494,Open,,unknown,,[#88494] Dispute - Invoice #1866138350 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
813,1865701580,canonical_open,1,1,,1009,88477,Open,,unknown,,[#88477] Dispute - Invoice #1865701580 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
814,1840529780,canonical_open,1,1,,1008,88493,Open,,unknown,,[#88493] Dispute - Invoice #1840529780 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
815,1863419510,canonical_open,1,1,,1007,88491,Open,,unknown,,[#88491] Dispute - Invoice #1863419510 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
816,1777226290,canonical_open,1,1,,1006,88490,Open,,unknown,,[#88490] Dispute - Invoice #1777226290 - Incomplete GPS (1 ride) : Medical Answering Services /* theme */ .portal--light { --fw-bo
